,CountryName,CountryCode,TourismEmploymentPer1000,TourismGDPPercentage,BusinessToPersonalRatio,AverageStayDays,InboundArrivalsPer1000,DomesticTouristsPer1000,InboundToOutboundRatio,GroceriesCostIndex,RestaurantPriceIndex,SafetyIndex,HealthCareIndex,ClimateIndex,ReverseTrafficIndex,ReversePollutionIndex
44,Madagascar,MDG,-0.7975442945924215,-0.25847550755805104,-0.5807395593134969,5.369346138128842,-0.4972743603756994,-1.2528140109483221,-0.1627286509080616,-1.4047763829104247,-1.443748250402636,-0.8319031392319935,-0.8490101386055269,-0.029670191650891572,-1.237862391751233,-1.142427019478393
45,Malaysia,MYS,2.6414981440439487,-1.0202174465060005,-0.26588998199649966,-0.762632663973424,-0.4448837040284025,-0.4965323862312719,-0.24738642775100864,-0.37034084942499945,-1.0074915938555138,-0.4342127523683028,0.6296171131069074,-1.8634340777898761,-0.40464946625344317,-0.34143311363142115
46,Mauritius,MUS,-0.10401001521208342,2.2247765428722195,-0.7222254611428304,0.1403481685827287,-0.27977452520106577,-0.12077747956916454,0.6691181715038832,-0.25174314494896316,-0.5712349373083916,-0.5146075256412475,-0.060856182538956805,-0.00884547836107841,-0.2864591855760159,-0.015910180366628078
47,Mexico,MEX,-0.29685863338385465,1.3772346330284815,-0.791392760393932,-0.17603817614262643,-0.1954336914925731,-0.21408865294126353,0.14869251439020342,-0.31104199718698106,-0.23005985975230875,-0.7631004612121668,0.8756011467108299,0.4861669899711126,-0.4860716529797741,-0.20918942199259888
48,Moldova,MDA,-0.8248084199899405,-1.327554033752268,0.19525014345491865,-0.39054252531945405,-0.4718830464822401,-1.2467134032068719,-0.7062518911536728,-0.8842642354878221,-0.7222468568823954,-0.09801642777235285,-0.43886899208264424,-0.028911107170566018,-0.39815012177353803,-0.3566920011282082
49,Monaco,MCO,5.716510486261777,4.318969272394984,-0.24855987676088123,-0.46051544549645945,6.654130757988889,-0.8702697462727875,4.972566325442448,-0.3192834636524758,2.0308093881012192,1.436792880165679,-2.2859991343240225,0.160122726748899,1.4924740959749543,-1.216275996780553
50,Mongolia,MNG,-0.7071832960311062,-1.475025783718777,0.8712903831569497,0.558946212267535,-0.47927929106906303,-0.8376484039009864,-0.1984364550014146,-0.28468695174786207,-0.8900378786312886,-0.6680884564350508,-0.6229270079098453,-0.0236182346394755,-1.0975110415404992,-1.7045603966777423
51,Montenegro,MNE,0.06695300519563915,2.591976371476213,-0.30703938043466766,-0.12821953735672642,2.2607322905604406,-0.4424001251456255,1.7106745013794578,-0.5416486447792733,-0.1349782807612691,0.5524503741632887,-1.1007843556698496,0.05246169558988549,0.9038110439932995,0.5384960653499727
52,Morocco,MAR,-0.34033259304482055,1.3795535661405347,-0.4196140119622673,-0.4485517291126539,-0.3707492784450991,-0.4905592478068752,0.6674544030768294,-0.9303855650062806,-1.0018985597972174,-0.35381797909535817,-1.9979396094804438,0.47798022666880996,0.43957004875114386,-0.7330778927156255
53,Mozambique,MOZ,-0.7984792414052921,-0.34993959005810443,-0.47641968562566317,-0.6215707477060527,-0.475133629728418,-0.28871917040937517,-0.2919573111751881,-0.6141250197368511,-0.16853648511104782,-1.25277771660192,-0.28682623480880315,-0.016068715561378653,-0.4545072153737923,-0.2711777127587809
54,Namibia,NAM,-0.23867787717762756,0.6088167618305368,0.46698115859233463,-0.638721244406273,-0.37045023093582147,0.5636029648827463,-0.34376769823893427,-0.7656665310117861,-0.627165277891356,-1.5012706521728394,-0.17153179351630543,-0.0019783520526569466,-0.3016823022220397,-0.1580804287666517
55,Netherlands,NLD,0.44387928227937695,-0.4671865061248707,0.6671674683477367,-0.6865823876962659,-0.023021670442729396,0.614496455799518,-0.6143398411801121,0.9144676157320576,1.5429319367276626,1.1736827130905874,1.6359154323956802,0.6417154927148719,1.440205869835261,1.6625674442799612
56,New Zealand,NZL,0.3248116807143128,-0.13469794290416415,-0.4263652646261249,-0.6485524872669289,-0.40005790612855613,2.951381125062833,-0.47232757326972186,1.2702607291601662,0.7655002026244573,-0.38305244210370204,0.41717635681261184,1.3212168468060288,0.34100634902979626,1.4336841318281535
57,Nicaragua,NIC,-0.6188755484320054,-0.2829279208294301,-0.4305476387687613,-0.4560987580789293,-0.4488267027637706,-0.10764323984982081,-0.5819226344556475,-0.12771479958616003,-0.22009449705247214,-0.5730764516579342,-0.04502873266092759,-0.012995427968105187,-0.2691667657557864,-0.10542219692305145
58,Nigeria,NGA,-0.7719075477561972,0.3417650491706005,0.6833316397459882,0.694149264374532,-0.49518906052765954,-1.2432872645789597,-0.10852582174421138,-0.7327227242128871,-1.0354567641469958,-1.7278377404875014,-1.7407744834399792,-1.5195900190931464,-3.9336584541025665,-1.7096466925100051
59,Norway,NOR,0.2744616322137245,0.024131060513181982,0.1608585292083376,-0.683590788209537,-0.1449583396047864,2.8070070960761955,-0.5558388828685622,1.9093705810588049,1.9288512867501164,0.7278571522133499,1.2222150122436288,-0.8892092448158077,1.2580772942632057,1.8304152067446209
60,Palestine,PSE,-0.5940346490685918,-1.0797136661219358,0.1708643721767111,-0.6090836334547515,-0.41836553383486313,-1.2477649275674112,-0.10751286809483765,-0.1265566791131474,-0.40903694961779496,0.011612808508935145,-0.2865182535323922,-0.027532815319845572,-0.5291192439631724,-0.557927344913924
61,Panama,PAN,0.23385184642705142,2.2356329282714187,-0.6121542288383186,-0.457236500947949,-0.3224245786533566,0.15028890595871047,-0.4417676994799805,0.44007679782791376,0.0999291496871811,0.018921424261020597,-0.4437677608011163,-0.9465165879319295,-0.1089583670894004,-0.06677313868925201
62,Paraguay,PRY,-0.8044612107411439,-1.3507270692871611,-0.01862638685445339,-0.1754289057162446,-0.47103767925719076,-1.0274339452773684,-0.708059928102765,-1.3323000079528473,-1.136131377196332,-1.2308518693456623,-0.7644569254101226,-0.025925312294331905,-0.8088003813241188,-0.892684245893923
63,Philippines,PHL,0.59772855462046,0.6939968986653219,-0.581771199618017,1.6998759872883222,-0.4921948323188143,-0.33143670318681184,-0.46067389708251727,-0.5680036902183929,-1.1808756496627033,-0.010313038747322768,0.29418434001064975,-1.4868429658839335,-0.5696365288304821,-0.9212708385093341
64,Poland,POL,-0.623264402210463,-1.0027324408247211,-0.5273275792282787,-0.374602235415179,-0.18290992055070157,0.057539882779147705,-0.33481058698208543,-0.5416486447792733,-0.03430366771193336,1.0202017822967846,-0.7456572565877484,-0.2833887604453779,0.7952564433977464,-0.056600547024727436
65,Portugal,PRT,0.4675422924839822,0.8421645724088396,-0.1903453447295953,-0.27331293025775194,0.25874700663242445,0.49739857330357595,1.318449874970349,-0.15950048591204632,-0.09582704235319428,0.793634693982123,0.8420578694012044,1.4685785862474843,0.9538154386016536,1.2963541443570696
66,Puerto Rico,PRI,-0.16737451135511452,-0.334841718848146,-0.10212975043084815,-0.4364422007480027,0.5364874781253365,0.1007182346428715,1.0551778758537496,1.329559581398184,0.7431280663912716,-1.355098337131122,-0.6897517944050389,0.015354099863469832,0.006746845626965026,0.32487164039495203
67,Romania,ROU,-0.24258593306616422,-0.2869947644706172,-0.7218829958192862,-0.5557471204057162,-0.316204038389282,-0.3716986981313441,-0.18253956529614046,-0.5943587356575118,-0.2468389619271979,0.7790174624779511,-0.9133736431358772,-0.25882847053846886,0.5831302200844115,-0.22444830948938627
68,Russia,RUS,-0.6100888841591501,0.08981516385071471,0.14130843106773333,0.33457480472386547,-0.3282116724691415,-0.5230116034284159,-0.15187198421191708,-1.391598860190865,-1.024270696030403,0.31126605434445526,-0.3543190213087813,-2.6166163016017614,-0.4796435856066425,-0.2397071969861733
69,Saudi Arabia,SAU,-0.1306915814811823,-0.6375888558540237,0.5062656384597529,0.07333436758690932,-0.3634215764853212,0.6086643794546274,-0.6546701704820795,-0.17926676999138547,-0.34751357497653407,1.3929411856531633,-0.3207757439991558,-1.9698620007198167,0.2467280275572027,-0.41772755111535703
70,Serbia,SRB,-0.23376536902457437,-0.24301884825932982,0.08916825619262388,-0.3076074980706536,-0.3575788317590716,0.09177145587369252,-0.2840051582152453,-0.5811812129379521,-0.25802503004379096,0.42089529062574327,-1.4053417103437216,0.314244960622748,0.9131043452384882,-0.5855753135800157
71,Slovakia,SVK,-0.0017021245668522623,-0.36956339604093513,-0.11013986790404158,-0.3232546172273446,0.7633400263633744,0.23721575467024347,0.5049952561984435,0.011807309442228046,-0.2468389619271979,0.8740294672550671,-0.700932886841581,-0.10327996779471069,1.1188025011786926,0.8741915902792907
72,Slovenia,SVN,0.02235621886368641,-0.01736946025879943,-0.3752150459760884,-0.37384913050829055,0.5589020880642991,0.280359359994446,-0.5108618886866353,0.18970386615628182,0.21178983085310987,1.4002498014052498,0.1600112307721464,-0.26701523384077264,1.1680843510393661,1.6320496692863873
73,South Africa,ZAF,-0.44003986356836544,-0.04248603936387799,-0.5559150528523015,1.3181502664228237,-0.44538775305164585,-0.964036621843136,-0.15833062589858587,-1.0160394626834177,-0.6047931416581701,-2.3198356164064564,-0.09715389526831743,1.3048433202014225,-0.7539077935269146,-0.11763609701187594
74,South Korea,KOR,-0.7132322445911458,-0.4772541628039068,-0.7212250636841129,-0.2014097850505198,-1.3202951921891883,0.6704549723347328,-1.0748275822609892,2.0806783764130787,-0.40903694961779496,1.3198550281323047,2.027253667674647,-0.8973960081181103,0.062456762860770135,-0.3363468177991587
75,Spain,ESP,0.8248940207260846,1.2183252426489672,-0.5732516191019734,-0.3724492018450102,0.30198277006402047,1.6409736567355866,0.6710688754098286,0.005218548082448172,0.3348365801356317,0.4647469851382586,1.4122935836648416,1.1656683440622695,1.1745124184124978,0.9453997319309642
76,Sri Lanka,LKA,-0.5835914898644777,-0.26069642559174255,-0.7495428236289022,2.9457193176253855,-0.48219670140230764,-0.7527236283140798,-0.5502969842113383,0.45984308190725287,-0.9403751851559565,0.0627731187735359,0.7526091299088694,-1.6587649952322987,-2.2945012739540664,-0.1837579428312869
77,Sweden,SWE,-0.07428335085947438,-0.7179506779075289,-0.16096589497458585,-0.693585826252012,-0.1487393003757784,0.05536292270280502,-0.647816727322931,0.8288137180549207,0.8885469519069791,-0.3684352105995301,0.4059952643760689,-0.2342681806315598,1.2087954444025315,1.866019277570457
78,Switzerland,CHE,-0.21118602844757955,-0.5719202065613587,-0.0627565855899377,-0.5733962554508832,0.13815480722990986,-0.2897620841114094,-0.5858799352137143,3.9650641253100956,3.25999339262467,1.2029171760989312,0.7637902223454107,-0.013225571469375919,0.7181196349201701,1.5862730067960253
79,Taiwan,TWN,-0.7118072985509765,-1.0078564996620596,-0.3225409594724447,-0.42386351233581726,-1.515266273315018,0.5022150246633017,-1.1950689828093568,0.9935327520494152,-0.8173284358734348,1.889927056795003,2.4409540878266984,0.4124861202503854,0.6624097176863649,-0.5041945802638179
80,Thailand,THA,1.1402618112493927,-0.22992536140040334,-0.716540334485482,-0.541599780338243,-0.4573934867194463,0.04755081482949548,0.48991988389772356,-0.15950048591204632,-1.046642832263589,0.4135866748736578,1.4346557685379258,-0.8155283750950792,-0.4110775336265748,-1.089118600973993
81,Turkey,TUR,-0.2849824885789303,-0.024152910309775667,-0.7185001604194646,-0.4817081005938258,-0.0845547018703212,-0.570489788207145,2.6880663507358284,-0.48234979254125543,-0.336327506859941,0.1285506605423086,0.7302469450357852,1.1411080541553604,-0.7903335086413256,-0.5092808760960799
82,Uganda,UGA,0.018138919218143108,0.01382272268091248,1.0898887798184784,1.1879269816123006,-0.4839305334607255,-1.2231409278047722,-0.2358983466859361,-0.9633293718051794,-0.8620727083398064,-0.8142607714767681,-0.5164381719899409,-0.02891345066192153,-0.9701654944086905,-0.99369150103556
83,United Arab Emirates,ARE,0.9409708872795935,0.9046133521650028,0.6200349015759884,-0.04863678692694435,0.9662742763987222,-0.07400238591492901,-0.30485682934729486,-0.0343140200762306,1.1066752801805402,2.0068649088283763,0.6631603904165327,-2.747604514438611,-0.32108459040273585,0.3146990487304275
84,United Kingdom,GBR,0.5533870143539431,-0.6534659201574465,0.10752945976878141,-0.5686583254670113,-0.3554677011346198,0.7769179460994031,-0.3910956499162807,0.7826923885364621,1.4086991193285479,-0.3903610578557875,0.8979633315839141,0.6417154927148719,0.3667186185223215,0.6910849403178445
85,United States,USA,-0.39537807639308203,-0.32359265172088253,-0.2843023501847475,-0.18665713435684436,-0.4134533959724512,0.7096977231176459,-0.6119988442096348,1.8961930583392452,1.6324204816604053,-0.4561385996245607,0.35008980219335933,-0.07053291458549783,0.004604156502588024,0.8945367736083402
86,Uruguay,URY,0.3352943356800388,1.4413217158539722,-0.5569149967086477,0.11926997013376155,0.6226423122100593,0.6162926484954765,-0.3207807039103272,0.23582519567474047,0.5249997381177106,-0.6607798406829648,0.4395385416856944,1.5258859293636062,0.013174913000096032,0.5486686570144976
87,Uzbekistan,UZB,-0.8021391339222456,-0.386919524261957,-0.783824526255856,-0.455956413700154,-0.601743145327326,-0.10701350848496789,-0.4231949593550624,-1.0753383149214357,-1.0802010366133674,1.1005965555697286,-0.050703020075772015,-0.01708903622239629,0.2901360146651505,0.014607594626946352
88,Zambia,ZMB,-0.7100117353100928,-0.27779131292813763,1.4484478151378315,-0.07371822028874904,-0.4624905805318891,-0.4150947335050887,-0.26322286193259264,-0.917208042286721,-1.0074915938555138,-0.19302843254946944,-0.3602231371646826,-0.017545235318971165,-0.3137563932936973,-0.46044882776476875
